"No.","Time","Source","Destination","Protocol","Length","Antenna signal","Data rate (Mb/s)","SSID","Signal strength (dBm)","Type/Subtype","Info"
"217","4.544628027","192.168.33.211","17.253.18.198","TCP","150","-39 dBm,-40 dBm,-39 dBm","144.444","","-39 dBm","QoS Data","58844  >  80 [FIN, ACK] Seq=1 Ack=1 Win=2053 Len=0 TSval=1957993827 TSecr=3314241134"
"271","8.440415499","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1bd5:d964::57","ICMPv6","293","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Destination Unreachable (Port unreachable)"
"275","8.441314751","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:815::200e","QUIC","1376","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Initial, DCID=18bbd547c6951034, PKN: 1, CRYPTO"
"276","8.441320063","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:815::200e","QUIC","1376","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Initial, DCID=18bbd547c6951034, PKN: 2, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING, CRYPTO, CRYPTO"
"280","8.442568633","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:815::200e","TCP","182","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58881  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1298 WS=64 TSval=1674000220 TSecr=0 SACK_PERM"
"281","8.442755348","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700::6811:180e","QUIC","1376","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Initial, DCID=cf0737ed66c37faa, PKN: 1, CRYPTO"
"282","8.442764885","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700::6811:180e","QUIC","1376","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Initial, DCID=cf0737ed66c37faa, PKN: 2, PING, CRYPTO, PADDING, PING, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING, PING, CRYPTO, CRYPTO, PING"
"283","8.442767887","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700:4400::6812:2844","TCP","182","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58882  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1298 WS=64 TSval=2145343006 TSecr=0 SACK_PERM"
"284","8.442773178","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1bd5:d964::57","DNS","184","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Standard query 0xf571 AAAA connect.facebook.net"
"285","8.442776445","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1bd5:d964::57","DNS","184","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Standard query 0xf3df A connect.facebook.net"
"286","8.442779781","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2402:3a80:1bd5:d964::57","DNS","184","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Standard query 0x432a HTTPS connect.facebook.net"
"290","8.449823219","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","178","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","443  >  58880 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=2495363268 TSecr=3482142038 WS=256"
"297","8.453486659","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TCP","170","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58880  >  443 [ACK] Seq=1 Ack=1 Win=2049 Len=0 TSval=3482142084 TSecr=2495363268"
"301","8.453861355","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TCP","1456","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58880  >  443 [ACK] Seq=1 Ack=1 Win=2049 Len=1286 TSval=3482142084 TSecr=2495363268 [TCP PDU reassembled in 302]"
"302","8.453871867","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TLSv1.3","1128","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Client Hello (SNI=www.youtube.com)"
"320","8.483961192","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1378","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","Initial, SCID=b021010b1c1f6ce0"
"321","8.483969750","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","432","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","Handshake, SCID=b021010b1c1f6ce0"
"322","8.483974086","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","194","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"324","8.483982893","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","226","-28 dBm,-34 dBm,-28 dBm","117","","-28 dBm","QoS Data","Protected Payload (KP0)"
"326","8.486663586","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","194","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"328","8.486696981","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","194","-28 dBm,-34 dBm,-28 dBm","117","","-28 dBm","QoS Data","Protected Payload (KP0)"
"331","8.489048945","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","418","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","Protected Payload (KP0)"
"333","8.489082640","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","194","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"337","8.489100203","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2a03:2880:f144:82:face:b00c:0:25de","QUIC","227","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Handshake, DCID=b021010b1c1f6ce0"
"338","8.489104507","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2a03:2880:f144:82:face:b00c:0:25de","QUIC","180","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=b021010b1c1f6ce0"
"342","8.491183090","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2a03:2880:f144:82:face:b00c:0:25de","QUIC","184","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=b021010b1c1f6ce0"
"348","8.514646067","103.25.231.30","192.168.33.211","TCP","158","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","443  >  58879 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1318 SACK_PERM TSval=898417471 TSecr=2942635026 WS=128"
"352","8.514693824","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700::6811:180e","QUIC","1376","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Initial, DCID=cf0737ed66c37faa, PKN: 4, CRYPTO"
"354","8.515210974","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1376","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Initial, SCID=ece984a730c28393"
"356","8.515249427","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1376","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Initial, SCID=ece984a730c28393"
"360","8.515488553","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2a03:2880:f144:82:face:b00c:0:25de","QUIC","181","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=b021010b1c1f6ce0"
"362","8.515735138","103.25.231.30","192.168.33.211","TCP","158","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","443  >  58878 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1318 SACK_PERM TSval=898417477 TSecr=2528937132 WS=128"
"366","8.515928474","192.168.33.211","103.25.231.30","TCP","150","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58879  >  443 [ACK] Seq=1 Ack=1 Win=2061 Len=0 TSval=2942635188 TSecr=898417471"
"368","8.517332227","2402:3a80:1bd5:d964::57","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","DNS","216","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","Standard query response 0x5eef AAAA www.google-analytics.com AAAA 2404:6800:4002:823::200e"
"372","8.517382337","192.168.33.211","103.25.231.30","TCP","1456","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58879  >  443 [ACK] Seq=1 Ack=1 Win=2061 Len=1306 TSval=2942635188 TSecr=898417471 [TCP PDU reassembled in 373]"
"373","8.517390242","192.168.33.211","103.25.231.30","TLSv1.2","869","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Client Hello (SNI=iiitd.ac.in)"
"374","8.517394670","192.168.33.211","103.25.231.30","TCP","150","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58878  >  443 [ACK] Seq=1 Ack=1 Win=2061 Len=0 TSval=2528937309 TSecr=898417477"
"376","8.517405253","2402:3a80:1bd5:d964::57","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","DNS","204","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","Standard query response 0x8b12 A www.google-analytics.com A 142.250.193.46"
"378","8.517462742","2402:3a80:1bd5:d964::57","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","DNS","267","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Standard query response 0x984c HTTPS www.google-analytics.com CNAME www-alv.google-analytics.com SOA ns1.google.com"
"382","8.518823969","192.168.33.211","103.25.231.30","TCP","1456","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58878  >  443 [ACK] Seq=1 Ack=1 Win=2061 Len=1306 TSval=2528937309 TSecr=898417477 [TCP PDU reassembled in 383]"
"383","8.518838385","192.168.33.211","103.25.231.30","TLSv1.2","869","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Client Hello (SNI=iiitd.ac.in)"
"389","8.524655647","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","443  >  58880 [ACK] Seq=1 Ack=1287 Win=68608 Len=0 TSval=2495363345 TSecr=3482142084"
"392","8.526510211","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","443  >  58880 [ACK] Seq=1 Ack=2245 Win=71168 Len=0 TSval=2495363346 TSecr=3482142084"
"394","8.527225926","2402:3a80:1bd5:d964::57","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","DNS","244","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","Standard query response 0xf571 AAAA connect.facebook.net CNAME scontent.xx.fbcdn.net AAAA 2a03:2880:f044:10:face:b00c:0:3"
"396","8.527450622","2402:3a80:1bd5:d964::57","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","DNS","232","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Standard query response 0xf3df A connect.facebook.net CNAME scontent.xx.fbcdn.net A 157.240.198.15"
"398","8.528000962","2402:3a80:1bd5:d964::57","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","DNS","297","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Standard query response 0x432a HTTPS connect.facebook.net CNAME scontent.xx.fbcdn.net HTTPS HTTPS"
"400","8.529449052","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","185","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Handshake, SCID=b021010b1c1f6ce0"
"402","8.529551182","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","258","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"404","8.529687612","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","418","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"409","8.533036218","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2a03:2880:f144:82:face:b00c:0:25de","QUIC","180","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=b021010b1c1f6ce0"
"423","8.549107301","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:81b::200a","QUIC","1376","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Initial, DCID=ece984a730c28393"
"426","8.553737174","2606:4700::6811:180e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1346","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","Initial, SCID=01472080f7e5a5613b45858081e5b386dec8c6f5, PKN: 0, ACK"
"428","8.553801269","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","194","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"434","8.557945847","2606:4700::6811:180e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1346","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","Initial, SCID=01472080f7e5a5613b45858081e5b386dec8c6f5, PKN: 1, ACK, CRYPTO"
"435","8.557950430","2606:4700::6811:180e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1346","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","Initial, SCID=01472080f7e5a5613b45858081e5b386dec8c6f5, PKN: 2, CRYPTO"
"436","8.557953379","2606:4700::6811:180e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1346","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","Handshake, SCID=01472080f7e5a5613b45858081e5b386dec8c6f5"
"438","8.558257675","2606:4700::6811:180e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1176","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Handshake, SCID=01472080f7e5a5613b45858081e5b386dec8c6f5"
"440","8.559574222","2606:4700:4400::6812:2844","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","178","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","443  >  58882 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM TSval=236386224 TSecr=2145343006 WS=8192"
"447","8.563068809","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700::6811:180e","QUIC","1376","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Initial, DCID=01472080f7e5a5613b45858081e5b386dec8c6f5, PKN: 5, ACK, PADDING"
"448","8.563072818","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700::6811:180e","QUIC","197","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Handshake, DCID=01472080f7e5a5613b45858081e5b386dec8c6f5"
"449","8.563076375","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700:4400::6812:2844","TCP","170","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58882  >  443 [ACK] Seq=1 Ack=1 Win=131136 Len=0 TSval=2145343127 TSecr=236386224"
"451","8.563311239","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700:4400::6812:2844","TCP","1456","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58882  >  443 [ACK] Seq=1 Ack=1 Win=131136 Len=1286 TSval=2145343127 TSecr=236386224 [TCP PDU reassembled in 452]"
"452","8.563314987","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700:4400::6812:2844","TLSv1.2","884","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Client Hello (SNI=pro.fontawesome.com)"
"456","8.565285170","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700::6811:180e","QUIC","231","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Handshake, DCID=01472080f7e5a5613b45858081e5b386dec8c6f5"
"457","8.565289195","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2606:4700::6811:180e","QUIC","229","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=01472080f7e5a5613b45858081e5b386dec8c6f5"
"465","8.578066504","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1376","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Initial, SCID=ece984a730c28393"
"466","8.578071456","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","446","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"467","8.578074843","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1076","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"468","8.578078356","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","223","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"470","8.578249042","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1076","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"471","8.578252317","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","223","-27 dBm,-33 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"473","8.578517922","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1076","-26 dBm,-32 dBm,-26 dBm","78","","-26 dBm","QoS Data","Protected Payload (KP0)"
"475","8.578756626","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","170","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","Protected Payload (KP0)"
"479","8.582034729","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:81b::200a","QUIC","224","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Handshake, DCID=ece984a730c28393"
"480","8.582038919","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:81b::200a","QUIC","177","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=ece984a730c28393"
"481","8.582042246","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:81b::200a","QUIC","661","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=ece984a730c28393"
"487","8.595543509","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","1378","-28 dBm,-33 dBm,-28 dBm","117","","-28 dBm","QoS Data","443  >  58880 [ACK] Seq=1 Ack=2245 Win=71168 Len=1208 TSval=2495363414 TSecr=3482142084 [TCP PDU reassembled in 489]"
"489","8.595626833","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TLSv1.3","426","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","Server Hello, Change Cipher Spec, Application Data"
"494","8.598386279","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TCP","170","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58880  >  443 [ACK] Seq=2245 Ack=1465 Win=2026 Len=0 TSval=3482142230 TSecr=2495363414"
"499","8.599071766","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TLSv1.3","244","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Change Cipher Spec, Application Data"
"500","8.599076396","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TLSv1.3","262","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Application Data"
"502","8.600616639","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1376","-27 dBm,-34 dBm,-27 dBm","117","","-27 dBm","QoS Data","Initial, SCID=ece984a730c28393"
"503","8.600989909","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","1376","-27 dBm,-32 dBm,-27 dBm","78","","-27 dBm","QoS Data","Initial, SCID=ece984a730c28393"
"507","8.605468249","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TCP","1456","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58880  >  443 [ACK] Seq=2411 Ack=1465 Win=2048 Len=1286 TSval=3482142231 TSecr=2495363414 [TCP PDU reassembled in 508]"
"508","8.605476060","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TLSv1.3","717","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Application Data"
"509","8.605478930","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TCP","1456","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","58880  >  443 [ACK] Seq=4244 Ack=1465 Win=2048 Len=1286 TSval=3482142231 TSecr=2495363414 [TCP PDU reassembled in 510]"
"510","8.605481690","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:825::200e","TLSv1.3","316","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Application Data"
"521","8.634655411","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","169","-28 dBm,-34 dBm,-28 dBm","117","","-28 dBm","QoS Data","Protected Payload (KP0)"
"522","8.634660395","2a03:2880:f144:82:face:b00c:0:25de","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","169","-28 dBm,-34 dBm,-28 dBm","117","","-28 dBm","QoS Data","Protected Payload (KP0)"
"523","8.634678537","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","266","-28 dBm,-34 dBm,-28 dBm","117","","-28 dBm","QoS Data","Protected Payload (KP0)"
"529","8.639835670","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2a03:2880:f144:82:face:b00c:0:25de","QUIC","182","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=b021010b1c1f6ce0"
"530","8.639847179","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2a03:2880:f144:82:face:b00c:0:25de","QUIC","182","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=b021010b1c1f6ce0"
"531","8.639850913","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","2404:6800:4002:81b::200a","QUIC","180","-38 dBm,-43 dBm,-38 dBm","144.444","","-38 dBm","QoS Data","Protected Payload (KP0), DCID=ece984a730c28393"
"535","8.640185769","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","175","-28 dBm,-34 dBm,-28 dBm","117","","-28 dBm","QoS Data","Protected Payload (KP0)"
"536","8.640197047","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-28 dBm,-34 dBm,-28 dBm","117","","-28 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2319 Win=71168 Len=0 TSval=2495363460 TSecr=3482142230"
"537","8.640201849","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-28 dBm,-34 dBm,-28 dBm","117","","-28 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2411 Win=71168 Len=0 TSval=2495363460 TSecr=3482142231"
"540","8.640659432","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","175","-26 dBm,-32 dBm,-26 dBm","78","","-26 dBm","QoS Data","Protected Payload (KP0)"
"541","8.640663843","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-26 dBm,-32 dBm,-26 dBm","78","","-26 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2319 Win=71168 Len=0 TSval=2495363460 TSecr=3482142230"
"542","8.640673669","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-26 dBm,-32 dBm,-26 dBm","78","","-26 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2411 Win=71168 Len=0 TSval=2495363460 TSecr=3482142231"
"546","8.641795904","2404:6800:4002:81b::200a","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","QUIC","175","-26 dBm,-32 dBm,-26 dBm","52","","-26 dBm","QoS Data","Protected Payload (KP0)"
"547","8.641799983","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-26 dBm,-32 dBm,-26 dBm","52","","-26 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2319 Win=71168 Len=0 TSval=2495363460 TSecr=3482142230"
"548","8.641803189","2404:6800:4002:825::200e","2402:3a80:1bd5:d964:c9a3:a1a8:4554:7741","TCP","170","-26 dBm,-32 dBm,-26 dBm","52","","-26 dBm","QoS Data","443  >  58880 [ACK] Seq=1465 Ack=2411 Win=71168 Len=0 TSval=2495363460 TSecr=3482142231"
